   2.59999871       1.86981320      -2.97125912    
   2.64999866       1.70731831      -3.51680422    
   2.69999862       1.51937079      -3.98818755    
   2.74999857       1.30984271      -4.37910509    
   2.79999852       1.08288288      -4.68479729    
   2.84999847      0.842838466      -4.90209293    
   2.89999843      0.594175220      -5.02942419    
   2.94999838      0.341397256      -5.06681490    
   2.99999833       8.89685750E-02  -5.01584053    
   3.04999828     -0.158763096      -4.87956238    
   3.09999824     -0.397638381      -4.66243839    
   3.14999819     -0.623753548      -4.37021160    
   3.19999814     -0.833521307      -4.00977993    
   3.24999809      -1.02372527      -3.58904719    
   3.29999804      -1.19156587      -3.11676335    
   3.34999800      -1.33469868      -2.60235167    
   3.39999795      -1.45126367      -2.05572987    
   3.44999790      -1.53990507      -1.48712659    
   3.49999785      -1.59978259     -0.906897604    
   3.54999781      -1.63057303     -0.325343251    
   3.59999776      -1.63246310      0.247467220    
   3.64999771      -1.60613382      0.801864386    
   3.69999766      -1.55273628       1.32873511    
   3.74999762      -1.47386038       1.81966650    
   3.79999757      -1.37149632       2.26707339    
   3.84999752      -1.24799061       2.66430926    
   3.89999747      -1.10599661       3.00575733    
   3.94999743     -0.948421419       3.28690243    
   3.99999738     -0.778369069       3.50438142    
   4.04999733     -0.599082351       3.65601301    
   4.09999752     -0.413883388       3.74080610    
   4.14999771     -0.226114228       3.75894761    
   4.19999790      -3.90788317E-02   3.71177006    
   4.24999809      0.144013107       3.60170031    
   4.29999828      0.320099175       3.43219090    
   4.34999847      0.486313522       3.20763445    
   4.39999866      0.640031338       2.93326569    
   4.44999886      0.778908372       2.61504936    
   4.49999905      0.900914311       2.25955987    
   4.54999924       1.00436020       1.87385225    
   4.59999943       1.08791900       1.46532917    
   4.64999962       1.15063965       1.04160404    
   4.69999981       1.19195426      0.610364914    
   4.75000000       1.21167827      0.179239392    
   4.80000019       1.21000445     -0.244334966    
   4.85000038       1.18748987     -0.653234661    
   4.90000057       1.14503777      -1.04076529    
   4.95000076       1.08387303      -1.40076649    
   5.00000095       1.00551319      -1.72770524    
   5.05000114      0.911735058      -2.01675558    
   5.10000134      0.804537773      -2.26386452    
   5.15000153      0.686102629      -2.46580315    
   5.20000172      0.558750987      -2.62020159    
   5.25000191      0.424900830      -2.72556901    
   5.30000210      0.287022591      -2.78129768    
   5.35000229      0.147595167      -2.78765130    
   5.40000248       9.06302035E-03  -2.74573946    
   5.45000267     -0.126205191      -2.65747690    
   5.50000286     -0.255955637      -2.52553153    
   5.55000305     -0.378085315      -2.35325861    
   5.60000324     -0.490674734      -2.14462709    
   5.65000343     -0.592016339      -1.90413511    
   5.70000362     -0.680638969      -1.63671970    
   5.75000381     -0.755327165      -1.34766066    
   5.80000401     -0.815136075      -1.04248071    
   5.85000420     -0.859400868     -0.726844728    
   5.90000439     -0.887741387     -0.406458020    
   5.95000458     -0.900061727      -8.69670510E-02
   6.00000477     -0.896544814      0.226136595    
   6.05000496     -0.877642334      0.527607083    
   6.10000515     -0.844060421      0.812529027    
   6.15000534     -0.796741009       1.07639384    
   6.20000553     -0.736839890       1.31516767    
   6.25000572     -0.665701509       1.52534938    
   6.30000591     -0.584830999       1.70401752    
   6.35000610     -0.495864272       1.84886682    
   6.40000629     -0.400536597       1.95823240    
   6.45000648     -0.300650179       2.03110313    
   6.50000668     -0.198041379       2.06712222    
   6.55000687      -9.45482254E-02   2.06657815    
   6.60000706       8.02139193E-03   2.03038287    
   6.65000725      0.107920155       1.96004128    
   6.70000744      0.203489959       1.85761046    
   6.75000763      0.293188363       1.72565043    
   6.80000782      0.375612348       1.56716752    
   6.85000801      0.449519068       1.38555169    
   6.90000820      0.513843358       1.18450832    
   6.95000839      0.567711651      0.967986763    
   7.00000858      0.610452533      0.740105748    
   7.05000877      0.641603053      0.505078495    
   7.10000896      0.660911858      0.267137527    
   7.15000916      0.668338001       3.04610580E-02
   7.20000935      0.664046764     -0.200897589    
   7.25000954      0.648401499     -0.423076957    
   7.30000973      0.621952534     -0.632469416    
   7.35000992      0.585423112     -0.825776935    
   7.40001011      0.539692461      -1.00006068    
   7.45001030      0.485776991      -1.15278256    
   7.50001049      0.424809247      -1.28183925    
   7.55001068      0.358015507      -1.38558781    
   7.60001087      0.286692351      -1.46286273    
   7.65001106      0.212182462      -1.51298392    
   7.70001125      0.135850430      -1.53575683    
   7.75001144       5.90585396E-02  -1.53146374    
   7.80001163      -1.68565959E-02  -1.50084698    
   7.85001183      -9.06064883E-02  -1.44508481    
   7.90001202     -0.160971835      -1.36576045    
   7.95001221     -0.226821855      -1.26482463    
   8.00001240     -0.287131608      -1.14455283    
   8.05001259     -0.340997070      -1.00749803    
   8.10001278     -0.387647748     -0.856439888    
   8.15001297     -0.426456690     -0.694331110    
   8.20001316     -0.456947744     -0.524242163    
   8.25001335     -0.478800058     -0.349305391    
   8.30001354     -0.491849810     -0.172659531    
   8.35001373     -0.496089131       2.60466337E-03
   8.40001392     -0.491662383      0.173496649    
   8.45001411     -0.478859931      0.337175190    
   8.50001431     -0.458109498      0.490993619    
   8.55001450     -0.429965436      0.632540822    
   8.60001469     -0.395096004      0.759676993    
   8.65001488     -0.354268998      0.870563865    
   8.70001507     -0.308336109      0.963688910    
   8.75001526     -0.258216083       1.03788364    
   8.80001545     -0.204877287       1.09233487    
   8.85001564     -0.149319693       1.12659049    
   8.90001583      -9.25568789E-02   1.14055789    
   8.95001602      -3.55981924E-02   1.13449693    
   9.00001621       2.05685347E-02   1.10900664    
   9.05001640       7.49935508E-02   1.06500673    
   9.10001659      0.126780599       1.00371349    
   9.15001678      0.175101072      0.926611722    
   9.20001698      0.219206676      0.835422277    
   9.25001717      0.258440286      0.732066751    
   9.30001736      0.292245120      0.618629217    
   9.35001755      0.320171803      0.497316271    
   9.40001774      0.341883540      0.370415926    
   9.45001793      0.357159048      0.240256175    
   9.50001812      0.365893632      0.109163761    
   9.55001831      0.368098050      -2.05759257E-02
   9.60001850      0.363895476     -0.146757245    
   9.65001869      0.353516638     -0.267290473    
   9.70001888      0.337293148     -0.380234897    
   9.75001907      0.315649271     -0.483828753    
   9.80001926      0.289092362     -0.576515079    
   9.85001945      0.258202046     -0.656963587    
   9.90001965      0.223618418     -0.724088132    
   9.95001984      0.186029494     -0.777059197    
   10.0000200      0.146158174     -0.815312088    
